0;2;;;;;;;;;;0;0;;;;;;;
1;0;;;;;;;;;;1;0;;;;;;;
2;0;;;;;;;;;;2;0;;;;;;;
3;0;;;;;;;;;;3;0;;;;;;;
4;0;;;;;;;;;;4;0;;;;;;;
5;0;;;;;;;;;;5;0;;;;;;;
6;0;;;;;;;;;;6;0;;;;;;;
7;0;;;;;;;;;;7;0;;;;;;;
8;0;;;;;;;;;;8;0;;;;;;;
9;0;;;;;;;;;;9;0;;;;;;;
10;0;;;;;;;;;;10;0;;;;;;;
11;0;;;;;;;;;;11;0;;;;;;;
12;0;;;;;;;;;;12;0;;;;;;;
13;0;;;;;;;;;;13;0;;;;;;;
14;0;;;;;;;;;;14;12;;;;;;;
15;0;;;;;;;;;;15;15;;;;;;;
16;2;;;;;;;;;;16;16;;;;;;;
17;0;;;;;;;;;;17;26;;;;;;;
18;1;;;;;;;;;;18;5;;;;;;;
19;0;;;;;;;;;;19;146;;;;;;;
20;1;;;;;;;;;;20;33;;;;;;;
21;0;;;;;;;;;;21;9;;;;;;;
22;0;;;;;;;;;;22;9;;;;;;;
23;0;;;;;;;;;;23;20;;;;;;;
24;0;;;;;;;;;;24;18;;;;;;;
25;0;;;;;;;;;;25;2;;;;;;;
26;0;;;;;;;;;;26;13;;;;;;;
27;0;;;;;;;;;;27;16;;;;;;;
28;0;;;;;;;;;;28;6;;;;;;;
29;0;;;;;;;;;;29;12;;;;;;;
30;0;;;;;;;;;;30;15;;;;;;;
31;0;;;;;;;;;;31;6;;;;;;;
32;4;;;;;;;;;;32;1;;;;;;;
33;0;;;;;;;;;;33;2;;;;;;;
34;0;;;;;;;;;;34;6;;;;;;;
35;0;;;;;;;;;;35;4;;;;;;;
36;0;;;;;;;;;;36;2;;;;;;;
37;0;;;;;;;;;;37;10;;;;;;;
38;0;;;;;;;;;;38;11;;;;;;;
39;0;;;;;;;;;;39;7;;;;;;;
40;0;;;;;;;;;;40;5;;;;;;;
41;0;;;;;;;;;;41;8;;;;;;;
42;0;;;;;;;;;;42;15;;;;;;;
43;0;;;;;;;;;;43;12;;;;;;;
44;0;;;;;;;;;;44;16;;;;;;;
45;0;;;;;;;;;;45;13;;;;;;;
46;0;;;;;;;;;;46;3;;;;;;;
47;0;;;;;;;;;;47;16;;;;;;;
48;0;;;;;;;;;;48;28;;;;;;;
49;0;;;;;;;;;;49;31;;;;;;;
50;0;;;;;;;;;;50;48;;;;;;;
51;0;;;;;;;;;;51;50;;;;;;;
52;0;;;;;;;;;;52;53;;;;;;;
53;0;;;;;;;;;;53;3;;;;;;;
54;0;;;;;;;;;;54;50;;;;;;;
55;0;;;;;;;;;;55;48;;;;;;;
56;0;;;;;;;;;;56;25;;;;;;;
57;0;;;;;;;;;;57;21;;;;;;;
58;0;;;;;;;;;;58;25;;;;;;;
59;0;;;;;;;;;;59;27;;;;;;;
60;0;;;;;;;;;;60;0;;;;;;;
61;0;;;;;;;;;;61;17;;;;;;;
62;0;;;;;;;;;;62;21;;;;;;;
63;0;;;;;;;;;;63;25;;;;;;;
64;0;;;;;;;;;;64;23;;;;;;;
65;0;;;;;;;;;;65;20;;;;;;;
66;0;;;;;;;;;;66;24;;;;;;;
67;0;;;;;;;;;;67;2;;;;;;;
68;0;;;;;;;;;;68;21;;;;;;;
69;0;;;;;;;;;;69;15;;;;;;;
70;0;;;;;;;;;;70;23;;;;;;;
71;0;;;;;;;;;;71;20;;;;;;;
72;0;;;;;;;;;;72;32;;;;;;;
73;0;;;;;;;;;;73;21;;;;;;;
74;0;;;;;;;;;;74;18;;;;;;;
75;0;;;;;;;;;;75;4;;;;;;;
76;0;;;;;;;;;;76;15;;;;;;;
77;0;;;;;;;;;;77;26;;;;;;;
78;0;;;;;;;;;;78;30;;;;;;;
79;0;;;;;;;;;;79;18;;;;;;;
80;0;;;;;;;;;;80;24;;;;;;;
81;0;;;;;;;;;;81;26;;;;;;;
82;0;;;;;;;;;;82;1;;;;;;;
83;0;;;;;;;;;;83;29;;;;;;;
84;0;;;;;;;;;;84;57;;;;;;;
85;0;;;;;;;;;;85;63;;;;;;;
86;0;;;;;;;;;;86;86;;;;;;;
87;0;;;;;;;;;;87;114;;;;;;;
88;0;;;;;;;;;;88;113;;;;;;;
89;0;;;;;;;;;;89;24;;;;;;;
90;0;;;;;;;;;;90;180;;;;;;;
91;0;;;;;;;;;;91;150;;;;;;;
92;0;;;;;;;;;;92;169;;;;;;;
93;0;;;;;;;;;;93;183;;;;;;;
94;0;;;;;;;;;;94;177;;;;;;;
95;0;;;;;;;;;;95;179;;;;;;;
96;0;;;;;;;;;;96;13;;;;;;;
97;0;;;;;;;;;;97;218;;;;;;;
98;0;;;;;;;;;;98;185;;;;;;;
99;0;;;;;;;;;;99;160;;;;;;;
100;0;;;;;;;;;;100;187;;;;;;;
101;0;;;;;;;;;;101;179;;;;;;;
102;0;;;;;;;;;;102;192;;;;;;;
103;0;;;;;;;;;;103;14;;;;;;;
104;0;;;;;;;;;;104;139;;;;;;;
105;0;;;;;;;;;;105;161;;;;;;;
106;0;;;;;;;;;;106;131;;;;;;;
107;0;;;;;;;;;;107;120;;;;;;;
108;0;;;;;;;;;;108;83;;;;;;;
109;0;;;;;;;;;;109;84;;;;;;;
110;0;;;;;;;;;;110;8;;;;;;;
111;0;;;;;;;;;;111;44;;;;;;;
112;0;;;;;;;;;;112;52;;;;;;;
113;0;;;;;;;;;;113;65;;;;;;;
114;0;;;;;;;;;;114;60;;;;;;;
115;0;;;;;;;;;;115;75;;;;;;;
116;0;;;;;;;;;;116;64;;;;;;;
117;0;;;;;;;;;;117;4;;;;;;;
118;0;;;;;;;;;;118;69;;;;;;;
119;0;;;;;;;;;;119;66;;;;;;;
120;0;;;;;;;;;;120;71;;;;;;;
121;0;;;;;;;;;;121;69;;;;;;;
122;0;;;;;;;;;;122;96;;;;;;;
123;0;;;;;;;;;;123;86;;;;;;;
124;0;;;;;;;;;;124;13;;;;;;;
125;0;;;;;;;;;;125;88;;;;;;;
126;0;;;;;;;;;;126;92;;;;;;;
127;0;;;;;;;;;;127;78;;;;;;;
128;0;;;;;;;;;;128;111;;;;;;;
129;0;;;;;;;;;;129;136;;;;;;;
130;0;;;;;;;;;;130;123;;;;;;;
131;0;;;;;;;;;;131;16;;;;;;;
132;0;;;;;;;;;;132;119;;;;;;;
133;0;;;;;;;;;;133;131;;;;;;;
134;0;;;;;;;;;;134;176;;;;;;;
135;0;;;;;;;;;;135;161;;;;;;;
136;0;;;;;;;;;;136;195;;;;;;;
137;0;;;;;;;;;;137;187;;;;;;;
138;0;;;;;;;;;;138;31;;;;;;;
139;0;;;;;;;;;;139;222;;;;;;;
140;0;;;;;;;;;;140;4;;;;;;;
141;0;;;;;;;;;;141;43;;;;;;;
142;0;;;;;;;;;;142;10;;;;;;;
143;0;;;;;;;;;;143;245;;;;;;;
144;0;;;;;;;;;;144;255;;;;;;;
145;0;;;;;;;;;;145;38;;;;;;;
146;0;;;;;;;;;;146;184;;;;;;;
147;0;;;;;;;;;;147;14;;;;;;;
148;0;;;;;;;;;;148;17;;;;;;;
149;0;;;;;;;;;;149;27;;;;;;;
150;0;;;;;;;;;;150;31;;;;;;;
151;0;;;;;;;;;;151;70;;;;;;;
152;0;;;;;;;;;;152;118;;;;;;;
153;0;;;;;;;;;;153;55;;;;;;;
154;0;;;;;;;;;;154;11;;;;;;;
155;0;;;;;;;;;;155;41;;;;;;;
156;0;;;;;;;;;;156;37;;;;;;;
157;0;;;;;;;;;;157;56;;;;;;;
158;0;;;;;;;;;;158;241;;;;;;;
159;0;;;;;;;;;;159;47;;;;;;;
160;0;;;;;;;;;;160;44;;;;;;;
161;0;;;;;;;;;;161;248;;;;;;;
162;0;;;;;;;;;;162;216;;;;;;;
163;0;;;;;;;;;;163;216;;;;;;;
164;0;;;;;;;;;;164;8;;;;;;;
165;0;;;;;;;;;;165;83;;;;;;;
166;0;;;;;;;;;;166;3;;;;;;;
167;0;;;;;;;;;;167;30;;;;;;;
168;0;;;;;;;;;;168;12;;;;;;;
169;0;;;;;;;;;;169;2;;;;;;;
170;0;;;;;;;;;;170;0;;;;;;;
171;0;;;;;;;;;;171;3;;;;;;;
172;0;;;;;;;;;;172;28;;;;;;;
173;0;;;;;;;;;;173;35;;;;;;;
174;0;;;;;;;;;;174;33;;;;;;;
175;0;;;;;;;;;;175;198;;;;;;;
176;0;;;;;;;;;;176;40;;;;;;;
177;0;;;;;;;;;;177;233;;;;;;;
178;0;;;;;;;;;;178;210;;;;;;;
179;0;;;;;;;;;;179;107;;;;;;;
180;0;;;;;;;;;;180;93;;;;;;;
181;0;;;;;;;;;;181;11;;;;;;;
182;0;;;;;;;;;;182;65;;;;;;;
183;0;;;;;;;;;;183;63;;;;;;;
184;0;;;;;;;;;;184;73;;;;;;;
185;0;;;;;;;;;;185;48;;;;;;;
186;0;;;;;;;;;;186;37;;;;;;;
187;0;;;;;;;;;;187;42;;;;;;;
188;0;;;;;;;;;;188;12;;;;;;;
189;0;;;;;;;;;;189;34;;;;;;;
190;0;;;;;;;;;;190;28;;;;;;;
191;0;;;;;;;;;;191;36;;;;;;;
192;0;;;;;;;;;;192;32;;;;;;;
193;0;;;;;;;;;;193;29;;;;;;;
194;0;;;;;;;;;;194;34;;;;;;;
195;0;;;;;;;;;;195;5;;;;;;;
196;0;;;;;;;;;;196;41;;;;;;;
197;0;;;;;;;;;;197;47;;;;;;;
198;0;;;;;;;;;;198;37;;;;;;;
199;0;;;;;;;;;;199;38;;;;;;;
200;0;;;;;;;;;;200;53;;;;;;;
201;0;;;;;;;;;;201;49;;;;;;;
202;0;;;;;;;;;;202;5;;;;;;;
203;0;;;;;;;;;;203;46;;;;;;;
204;0;;;;;;;;;;204;49;;;;;;;
205;0;;;;;;;;;;205;42;;;;;;;
206;0;;;;;;;;;;206;38;;;;;;;
207;0;;;;;;;;;;207;29;;;;;;;
208;0;;;;;;;;;;208;33;;;;;;;
209;0;;;;;;;;;;209;2;;;;;;;
210;0;;;;;;;;;;210;33;;;;;;;
211;0;;;;;;;;;;211;39;;;;;;;
212;0;;;;;;;;;;212;42;;;;;;;
213;0;;;;;;;;;;213;49;;;;;;;
214;0;;;;;;;;;;214;72;;;;;;;
215;0;;;;;;;;;;215;96;;;;;;;
216;0;;;;;;;;;;216;0;;;;;;;
217;0;;;;;;;;;;217;80;;;;;;;
218;0;;;;;;;;;;218;40;;;;;;;
219;0;;;;;;;;;;219;32;;;;;;;
220;0;;;;;;;;;;220;34;;;;;;;
221;0;;;;;;;;;;221;22;;;;;;;
222;0;;;;;;;;;;222;29;;;;;;;
223;0;;;;;;;;;;223;29;;;;;;;
224;0;;;;;;;;;;224;2;;;;;;;
225;0;;;;;;;;;;225;19;;;;;;;
226;0;;;;;;;;;;226;24;;;;;;;
227;0;;;;;;;;;;227;22;;;;;;;
228;0;;;;;;;;;;228;17;;;;;;;
229;0;;;;;;;;;;229;16;;;;;;;
230;0;;;;;;;;;;230;16;;;;;;;
231;0;;;;;;;;;;231;0;;;;;;;
232;0;;;;;;;;;;232;13;;;;;;;
233;0;;;;;;;;;;233;31;;;;;;;
234;0;;;;;;;;;;234;38;;;;;;;
235;0;;;;;;;;;;235;57;;;;;;;
236;0;;;;;;;;;;236;36;;;;;;;
237;0;;;;;;;;;;237;14;;;;;;;
238;0;;;;;;;;;;238;12;;;;;;;
239;0;;;;;;;;;;239;3;;;;;;;
240;0;;;;;;;;;;240;4;;;;;;;
241;0;;;;;;;;;;241;2;;;;;;;
242;0;;;;;;;;;;242;1;;;;;;;
243;0;;;;;;;;;;243;2;;;;;;;
244;0;;;;;;;;;;244;1;;;;;;;
245;0;;;;;;;;;;245;3;;;;;;;
246;0;;;;;;;;;;246;0;;;;;;;
247;0;;;;;;;;;;247;0;;;;;;;
248;0;;;;;;;;;;248;0;;;;;;;
249;0;;;;;;;;;;249;0;;;;;;;
250;0;;;;;;;;;;250;1;;;;;;;
251;0;;;;;;;;;;251;0;;;;;;;
252;0;;;;;;;;;;252;0;;;;;;;
253;0;;;;;;;;;;253;4;;;;;;;
254;0;;;;;;;;;;254;1;;;;;;;
255;2;;;;;;;;;;255;2;;;;;;;
